20071228 00:00,1.46771,1.47273,1.46639,1.47158,0,1.46773,1.4728,1.46642,1.47156,0
20071230 00:00,1.47433,1.47463,1.47005,1.47071,0,1.47455,1.47487,1.47029,1.47099,0
20071231 00:00,1.47067,1.47331,1.45814,1.45929,0,1.47095,1.47352,1.4584,1.45949,0
20080103 00:00,1.4704,1.47808,1.46953,1.47073,0,1.47056,1.47816,1.46961,1.47078,0
20080104 00:00,1.47075,1.48242,1.46968,1.47525,0,1.47081,1.48253,1.46986,1.47539,0
20080106 00:00,1.47105,1.47331,1.46655,1.46922,0,1.47111,1.47339,1.46665,1.46929,0
20080107 00:00,1.46919,1.47363,1.46665,1.47202,0,1.46929,1.47371,1.46673,1.47212,0
20080108 00:00,1.472,1.47426,1.46962,1.47126,0,1.4721,1.47434,1.4697,1.47138,0
20080109 00:00,1.47128,1.47146,1.46388,1.46914,0,1.47134,1.47154,1.46396,1.46924,0
20080110 00:00,1.46916,1.48156,1.46416,1.47826,0,1.46922,1.48164,1.46424,1.4784,0
20080111 00:00,1.47821,1.48187,1.47616,1.47769,0,1.47834,1.48195,1.47624,1.47774,0
20080113 00:00,1.48078,1.48988,1.47963,1.48936,0,1.48084,1.48996,1.47971,1.48947,0
20080114 00:00,1.48938,1.49146,1.48319,1.48528,0,1.48944,1.49154,1.48327,1.48559,0
20080115 00:00,1.48531,1.49221,1.4775,1.48106,0,1.48559,1.49229,1.47758,1.48114,0
20080116 00:00,1.48108,1.48336,1.45891,1.46177,0,1.48114,1.48344,1.45899,1.46182,0
20080117 00:00,1.46179,1.47146,1.4603,1.46165,0,1.46185,1.47154,1.46038,1.46171,0
20080118 00:00,1.46156,1.46951,1.46036,1.46161,0,1.46172,1.46959,1.46044,1.46174,0
20080120 00:00,1.45567,1.456,1.44815,1.45016,0,1.45573,1.45607,1.44823,1.45028,0
20080121 00:00,1.45014,1.45084,1.43652,1.44706,0,1.45024,1.45092,1.4366,1.44723,0
20080122 00:00,1.44716,1.46846,1.44699,1.45986,0,1.44714,1.46854,1.44707,1.45992,0
20080123 00:00,1.45982,1.46388,1.45106,1.46164,0,1.45994,1.46396,1.45114,1.46172,0
20080124 00:00,1.46166,1.47784,1.46132,1.4725,0,1.46175,1.47795,1.46143,1.47265,0
20080125 00:00,1.47253,1.47364,1.46604,1.46709,0,1.47261,1.47375,1.46615,1.46723,0
20080127 00:00,1.46746,1.47234,1.46614,1.4698,0,1.46755,1.47245,1.4663,1.46987,0
20080128 00:00,1.46978,1.47973,1.46945,1.47673,0,1.46991,1.47984,1.46956,1.47682,0
20080129 00:00,1.47671,1.47869,1.47372,1.47818,0,1.47684,1.4788,1.47383,1.47827,0
20080130 00:00,1.47823,1.49134,1.47639,1.48407,0,1.47829,1.49145,1.47655,1.4844,0
20080131 00:00,1.48408,1.48972,1.48018,1.48746,0,1.48434,1.48976,1.48022,1.48752,0
20080201 00:00,1.48744,1.49421,1.47849,1.47981,0,1.48753,1.49446,1.4787,1.47989,0
20080203 00:00,1.48014,1.48484,1.47982,1.48059,0,1.48022,1.48497,1.47993,1.48065,0
20080204 00:00,1.48054,1.48434,1.4702,1.4725,0,1.4807,1.48445,1.47031,1.47261,0
20080205 00:00,1.47248,1.47248,1.45913,1.46079,0,1.47261,1.47261,1.45924,1.46095,0
20080206 00:00,1.46074,1.4671,1.45983,1.46398,0,1.4609,1.46721,1.45994,1.46407,0
20080207 00:00,1.46396,1.46414,1.44385,1.44932,0,1.46409,1.46425,1.44406,1.44938,0
20080208 00:00,1.44934,1.45464,1.44648,1.45115,0,1.44943,1.45475,1.44659,1.45128,0
20080210 00:00,1.45257,1.45765,1.45243,1.45394,0,1.45285,1.45776,1.45272,1.45408,0
20080211 00:00,1.45402,1.45623,1.44815,1.45052,0,1.45412,1.45634,1.44826,1.45092,0
